# Phase 3 差分结果（旧能力 vs 规则图）  at=2026-09-23 19:53:09
# 列：结果 | 卡 | 能力 | 入口 | 目标模式 | 旧差分 | 新差分 | 说明
same	dragon's_anger	spell_summon_dragon_red_damage	ActivateEffect	打出目标/PlayTarget	P0.kills:0→1; P1.board.woodland.ab_n:1→0; P1.board.woodland.cnt:1→0; P1.board.woodland.hp:5→0; P1.board.woodland.mana:2→0; P1.board.woodland.sig_nz:1→0; P1.board.woodland.st_SummonDisorder:1→0; P1.board.woodland.st_SummonDisorder_dur:2→0; P1.discard.woodland.ab_n:0→1; P1.discard.woodland.cnt:0→1; P1…	P0.kills:0→1; P1.board.woodland.ab_n:1→0; P1.board.woodland.cnt:1→0; P1.board.woodland.hp:5→0; P1.board.woodland.mana:2→0; P1.board.woodland.sig_nz:1→0; P1.board.woodland.st_SummonDisorder:1→0; P1.board.woodland.st_SummonDisorder_dur:2→0; P1.discard.woodland.ab_n:0→1; P1.discard.woodland.cnt:0→1; P1…	
same	dragon_black	black_dragon_death	PassiveEffect	自身/Self	P0.board.skeleton_3.atk:0→3; P0.board.skeleton_3.cnt:0→1; P0.board.skeleton_3.hp:0→3; P0.board.skeleton_3.mana:0→3; P0.board.skeleton_3.sig_nz:0→1; P0.board.skeleton_3.st_SummonDisorder:0→1; P0.board.skeleton_3.st_SummonDisorder_dur:0→2; P0.n_board:1→2	P0.board.skeleton_3.atk:0→3; P0.board.skeleton_3.cnt:0→1; P0.board.skeleton_3.hp:0→3; P0.board.skeleton_3.mana:0→3; P0.board.skeleton_3.sig_nz:0→1; P0.board.skeleton_3.st_SummonDisorder:0→1; P0.board.skeleton_3.st_SummonDisorder_dur:0→2; P0.n_board:1→2	
same	dragon_egg	spell_dragon_create	ActivateEffect	卡牌定义/AllCardData	P0.n_temp:0→4; P0.temp.custom_nIw0MaeuLR0.atk:0→4; P0.temp.custom_nIw0MaeuLR0.cnt:0→1; P0.temp.custom_nIw0MaeuLR0.hp:0→1; P0.temp.custom_nIw0MaeuLR0.mana:0→3; P0.temp.custom_nIw0MaeuLR0.sig_nz:0→1; P0.temp.custom_nIw0MaeuLR0.st_FirstStrike:0→1; P0.temp.custom_nIw0MaeuLR0.st_FirstStrike_dur:0→1; P0.t…	P0.n_temp:0→4; P0.temp.custom_nIw0MaeuLR0.atk:0→4; P0.temp.custom_nIw0MaeuLR0.cnt:0→1; P0.temp.custom_nIw0MaeuLR0.hp:0→1; P0.temp.custom_nIw0MaeuLR0.mana:0→3; P0.temp.custom_nIw0MaeuLR0.sig_nz:0→1; P0.temp.custom_nIw0MaeuLR0.st_FirstStrike:0→1; P0.temp.custom_nIw0MaeuLR0.st_FirstStrike_dur:0→1; P0.t…	
same	dragon_knight	death_create_dragon_red	PassiveEffect	施法者玩家/PlayerSelf	P0.hand.dragon_red.ab_n:0→1; P0.hand.dragon_red.atk:0→9; P0.hand.dragon_red.cnt:0→1; P0.hand.dragon_red.hp:0→7; P0.hand.dragon_red.mana:0→7; P0.hand.dragon_red.sig_nz:0→1; P0.n_hand:3→4	P0.hand.dragon_red.ab_n:0→1; P0.hand.dragon_red.atk:0→9; P0.hand.dragon_red.cnt:0→1; P0.hand.dragon_red.hp:0→7; P0.hand.dragon_red.mana:0→7; P0.hand.dragon_red.sig_nz:0→1; P0.n_hand:3→4	
same	dragon_white	death_heal5	PassiveEffect	施法者玩家/PlayerSelf	(无状态变化)	(无状态变化)	
same	eel	play_set_attack1	ActivateEffect	选择目标/SelectTarget	P1.board.fire_element.atk:4→1	P1.board.fire_element.atk:4→1	
same	equip_ring	equip_gain_mana	EventEffect	施法者玩家/PlayerSelf	P0.mana:10→12	P0.mana:10→12	
same	fire_chicken	death_fire_chicken_egg	PassiveEffect	自身/Self	P0.board.fire_chicken_egg.ab_n:0→1; P0.board.fire_chicken_egg.cnt:0→1; P0.board.fire_chicken_egg.hp:0→2; P0.board.fire_chicken_egg.sig_nz:0→1; P0.board.fire_chicken_egg.st_SummonDisorder:0→1; P0.board.fire_chicken_egg.st_SummonDisorder_dur:0→2; P0.n_board:1→2	P0.board.fire_chicken_egg.ab_n:0→1; P0.board.fire_chicken_egg.cnt:0→1; P0.board.fire_chicken_egg.hp:0→2; P0.board.fire_chicken_egg.sig_nz:0→1; P0.board.fire_chicken_egg.st_SummonDisorder:0→1; P0.board.fire_chicken_egg.st_SummonDisorder_dur:0→2; P0.n_board:1→2	
same	fire_chicken_egg	egg_transform_fire_chicken	EventEffect	自身/Self	P0.board.fire_chicken.ab_n:0→1; P0.board.fire_chicken.atk:0→2; P0.board.fire_chicken.cnt:0→1; P0.board.fire_chicken.hp:0→1; P0.board.fire_chicken.mana:0→2; P0.board.fire_chicken.sig_nz:0→1; P0.board.fire_chicken.st_SummonDisorder:0→1; P0.board.fire_chicken.st_SummonDisorder_dur:0→2; P0.board.fire_ch…	P0.board.fire_chicken.ab_n:0→1; P0.board.fire_chicken.atk:0→2; P0.board.fire_chicken.cnt:0→1; P0.board.fire_chicken.hp:0→1; P0.board.fire_chicken.mana:0→2; P0.board.fire_chicken.sig_nz:0→1; P0.board.fire_chicken.st_SummonDisorder:0→1; P0.board.fire_chicken.st_SummonDisorder_dur:0→2; P0.board.fire_ch…	
same	fire_element	play_damage_all2	ActivateEffect	所有角色/AllCardsBoard	P0.board.imp.dmg:0→2; P1.board.fire_element.dmg:0→2; P1.board.woodland.dmg:0→2	P0.board.imp.dmg:0→2; P1.board.fire_element.dmg:0→2; P1.board.woodland.dmg:0→2	
same	firefox	activate_select_discard_spell	ActivateAbility	卡牌选择/CardSelector	(无状态变化)	(无状态变化)	新路径动作数=0（图未被执行？）（一致但图未执行 → 判据不可信，必须查）
same	fish	death_draw	PassiveEffect	施法者玩家/PlayerSelf	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	
same	fishing_rod	fishing_rod_ability	OnAfterAttack	所有槽位/AllSlots	P0.board.fish.ab_n:0→1; P0.board.fish.atk:0→1; P0.board.fish.cnt:0→1; P0.board.fish.hp:0→1; P0.board.fish.mana:0→1; P0.board.fish.sig_nz:0→1; P0.board.fish.st_SummonDisorder:0→1; P0.board.fish.st_SummonDisorder_dur:0→2; P0.n_board:1→2	P0.board.fish.ab_n:0→1; P0.board.fish.atk:0→1; P0.board.fish.cnt:0→1; P0.board.fish.hp:0→1; P0.board.fish.mana:0→1; P0.board.fish.sig_nz:0→1; P0.board.fish.st_SummonDisorder:0→1; P0.board.fish.st_SummonDisorder_dur:0→2; P0.n_board:1→2	
same	flame_eagle	play_haste	ActivateEffect	自身/Self	P0.board.flame_eagle.exh:1→0	P0.board.flame_eagle.exh:1→0	
same	ghoul	play_ghoul_buff	ActivateEffect	自身/Self	P0.board.ghoul.atk:2→4; P0.board.ghoul.hp:3→5	P0.board.ghoul.atk:2→4; P0.board.ghoul.hp:3→5	
same	gorilla	play_roll_attack	ActivateEffect	自身/Self	(无状态变化)	(无状态变化)	
same	hero_fire	activate_fire	ActivateAbility	选择目标/SelectTarget	P0.board.imp.dmg:0→1	P0.board.imp.dmg:0→1	
same	hero_forest	activate_forest	ActivateAbility	选择目标/SelectTarget	(无状态变化)	(无状态变化)	
same	hero_water	activate_water	ActivateAbility	施法者玩家/PlayerSelf	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	
same	holy_blessing	spell_buff1	ActivateEffect	选择目标/SelectTarget	P0.board.imp.atk:1→2; P0.board.imp.hp:1→2	P0.board.imp.atk:1→2; P0.board.imp.hp:1→2	
same	holy_griffin	activate_get+1+2	ActivateAbility	自身/Self	P0.board.holy_griffin.atk:5→6	P0.board.holy_griffin.atk:5→6	
same	holy_light	spell_heal_9	ActivateEffect	打出目标/PlayTarget	(无状态变化)	(无状态变化)	
same	holy_saintess	play_+3+3	ActivateEffect	选择目标/SelectTarget	P0.board.imp.atk:1→4; P0.board.imp.hp:1→4	P0.board.imp.atk:1→4; P0.board.imp.hp:1→4	
same	holy_saintess	play_recover3	ActivateEffect	施法者玩家/PlayerSelf	(无状态变化)	(无状态变化)	
same	holy_saintess	play_draw1	ActivateEffect	自身/Self	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	
same	ice_girl	attack_bounce	EventEffect	触发者/AbilityTriggerer	P1.board.woodland.ab_n:1→0; P1.board.woodland.cnt:1→0; P1.board.woodland.hp:5→0; P1.board.woodland.mana:2→0; P1.board.woodland.sig_nz:1→0; P1.board.woodland.st_SummonDisorder:1→0; P1.board.woodland.st_SummonDisorder_dur:2→0; P1.hand.woodland.ab_n:3→4; P1.hand.woodland.cnt:3→4; P1.hand.woodland.hp:15…	P1.board.woodland.ab_n:1→0; P1.board.woodland.cnt:1→0; P1.board.woodland.hp:5→0; P1.board.woodland.mana:2→0; P1.board.woodland.sig_nz:1→0; P1.board.woodland.st_SummonDisorder:1→0; P1.board.woodland.st_SummonDisorder_dur:2→0; P1.hand.woodland.ab_n:3→4; P1.hand.woodland.cnt:3→4; P1.hand.woodland.hp:15…	
same	imp	play_deal_damage1	ActivateEffect	选择目标/SelectTarget	P0.board.imp.dmg:0→1	P0.board.imp.dmg:0→1	
same	killer_whale	play_destroy_less4	ActivateEffect	选择目标/SelectTarget	P0.kills:0→1; P1.board.fire_element.ab_n:1→0; P1.board.fire_element.atk:4→0; P1.board.fire_element.cnt:1→0; P1.board.fire_element.hp:3→0; P1.board.fire_element.mana:5→0; P1.board.fire_element.sig_nz:1→0; P1.board.fire_element.st_SummonDisorder:1→0; P1.board.fire_element.st_SummonDisorder_dur:2→0; P1…	P0.kills:0→1; P1.board.fire_element.ab_n:1→0; P1.board.fire_element.atk:4→0; P1.board.fire_element.cnt:1→0; P1.board.fire_element.hp:3→0; P1.board.fire_element.mana:5→0; P1.board.fire_element.sig_nz:1→0; P1.board.fire_element.st_SummonDisorder:1→0; P1.board.fire_element.st_SummonDisorder_dur:2→0; P1…	
same	kraken	play_haste	ActivateEffect	自身/Self	P0.board.kraken.exh:1→0	P0.board.kraken.exh:1→0	
same	light_blessing	spell_heal_9	ActivateEffect	打出目标/PlayTarget	(无状态变化)	(无状态变化)	
same	necromancer	play_revive_random	ActivateEffect	卡牌选择/CardSelector	(无状态变化)	(无状态变化)	新路径动作数=0（图未被执行？）（一致但图未执行 → 判据不可信，必须查）
same	octopus	attack_roll_attack_bonus	EventEffect	自身/Self	(无状态变化)	(无状态变化)	
same	owl	play_silence	ActivateEffect	选择目标/SelectTarget	P0.board.imp.st_Silenced:0→1; P0.board.imp.st_Silenced_dur:0→1; P0.board.imp.st_Stealth:2→0; P0.board.imp.st_Stealth_dur:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0	P0.board.imp.st_Silenced:0→1; P0.board.imp.st_Silenced_dur:0→1; P0.board.imp.st_Stealth:2→0; P0.board.imp.st_Stealth_dur:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0	
same	phoenix	activate_damage2	ActivateAbility	选择目标/SelectTarget	P0.board.imp.dmg:0→2	P0.board.imp.dmg:0→2	
same	phoenix	death_egg	PassiveEffect	自身/Self	P0.board.phoenix_egg.ab_n:0→1; P0.board.phoenix_egg.cnt:0→1; P0.board.phoenix_egg.hp:0→4; P0.board.phoenix_egg.sig_nz:0→1; P0.board.phoenix_egg.st_SummonDisorder:0→1; P0.board.phoenix_egg.st_SummonDisorder_dur:0→2; P0.n_board:1→2	P0.board.phoenix_egg.ab_n:0→1; P0.board.phoenix_egg.cnt:0→1; P0.board.phoenix_egg.hp:0→4; P0.board.phoenix_egg.sig_nz:0→1; P0.board.phoenix_egg.st_SummonDisorder:0→1; P0.board.phoenix_egg.st_SummonDisorder_dur:0→2; P0.n_board:1→2	
same	phoenix_egg	egg_transform_phoenix	EventEffect	自身/Self	P0.board.phoenix.ab_n:0→2; P0.board.phoenix.atk:0→6; P0.board.phoenix.cnt:0→1; P0.board.phoenix.hp:0→6; P0.board.phoenix.mana:0→6; P0.board.phoenix.sig_nz:0→1; P0.board.phoenix.st_SummonDisorder:0→1; P0.board.phoenix.st_SummonDisorder_dur:0→2; P0.board.phoenix_egg.ab_n:1→0; P0.board.phoenix_egg.cnt:…	P0.board.phoenix.ab_n:0→2; P0.board.phoenix.atk:0→6; P0.board.phoenix.cnt:0→1; P0.board.phoenix.hp:0→6; P0.board.phoenix.mana:0→6; P0.board.phoenix.sig_nz:0→1; P0.board.phoenix.st_SummonDisorder:0→1; P0.board.phoenix.st_SummonDisorder_dur:0→2; P0.board.phoenix_egg.ab_n:1→0; P0.board.phoenix_egg.cnt:…	
same	potion_blue	spell_heal_full	ActivateEffect	打出目标/PlayTarget	(无状态变化)	(无状态变化)	
same	potion_green	spell_hp2	ActivateEffect	打出目标/PlayTarget	(无状态变化)	(无状态变化)	
same	potion_red	spell_attack1	ActivateEffect	打出目标/PlayTarget	(无状态变化)	(无状态变化)	
same	power_blessing	spell_buff5	ActivateEffect	选择目标/SelectTarget	P0.board.imp.atk:1→6; P0.board.imp.hp:1→6	P0.board.imp.atk:1→6; P0.board.imp.hp:1→6	
same	purification_priest	play_silence	ActivateEffect	选择目标/SelectTarget	P0.board.imp.st_Silenced:0→1; P0.board.imp.st_Silenced_dur:0→1; P0.board.imp.st_Stealth:2→0; P0.board.imp.st_Stealth_dur:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0	P0.board.imp.st_Silenced:0→1; P0.board.imp.st_Silenced_dur:0→1; P0.board.imp.st_Stealth:2→0; P0.board.imp.st_Stealth_dur:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0	
same	raccoon	play_select_discard	ActivateEffect	卡牌选择/CardSelector	(无状态变化)	(无状态变化)	新路径动作数=0（图未被执行？）（一致但图未执行 → 判据不可信，必须查）
same	reaper	turn_kill_lowest	EventEffect	所有角色/AllCardsBoard	P0.board.imp.ab_n:1→0; P0.board.imp.atk:1→0; P0.board.imp.cnt:1→0; P0.board.imp.hp:1→0; P0.board.imp.mana:1→0; P0.board.imp.sig_nz:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0; P0.board.reaper.ab_n:1→0; P0.board.reaper.atk:6→0; P0.board.reaper.cnt:1→0; P0.board.rea…	P0.board.imp.ab_n:1→0; P0.board.imp.atk:1→0; P0.board.imp.cnt:1→0; P0.board.imp.hp:1→0; P0.board.imp.mana:1→0; P0.board.imp.sig_nz:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0; P0.board.reaper.ab_n:1→0; P0.board.reaper.atk:6→0; P0.board.reaper.cnt:1→0; P0.board.rea…	
same	resurrection_swamp	spell_revive	ActivateEffect	卡牌选择/CardSelector	(无状态变化)	(无状态变化)	新路径动作数=0（图未被执行？）（一致但图未执行 → 判据不可信，必须查）
same	sasquatch	turn_stealth	EventEffect	自身/Self	P0.board.sasquatch.st_Protection:2→0; P0.board.sasquatch.st_Protection_dur:1→0; P0.board.sasquatch.st_Stealth:0→1; P0.board.sasquatch.st_Stealth_dur:0→1	P0.board.sasquatch.st_Protection:2→0; P0.board.sasquatch.st_Protection_dur:1→0; P0.board.sasquatch.st_Stealth:0→1; P0.board.sasquatch.st_Stealth_dur:0→1	
same	shadow_arrow	spell_damage4	ActivateEffect	打出目标/PlayTarget	P1.board.woodland.dmg:0→4	P1.board.woodland.dmg:0→4	
same	shadow_assassin	stealth_attack_debuff	OnAfterAttack	触发者/AbilityTriggerer	(无状态变化)	(无状态变化)	
same	shadow_bat	play_draw1	ActivateEffect	自身/Self	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	
same	shark	death_other_draw	OnDeathOther	施法者玩家/PlayerSelf	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	P0.deck.woodland.ab_n:5→4; P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.ab_n:3→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→…	
same	sickle_girl	kill_damage3_enemy_hero	OnKill	对手玩家/PlayerOpponent	P1.hp:30→27	P1.hp:30→27	
same	skeleton_soldier	death_summon_skeleton	PassiveEffect	自身/Self	P0.board.skeleton.atk:0→1; P0.board.skeleton.cnt:0→1; P0.board.skeleton.hp:0→1; P0.board.skeleton.mana:0→1; P0.board.skeleton.sig_nz:0→1; P0.board.skeleton.st_SummonDisorder:0→1; P0.board.skeleton.st_SummonDisorder_dur:0→2; P0.n_board:1→2	P0.board.skeleton.atk:0→1; P0.board.skeleton.cnt:0→1; P0.board.skeleton.hp:0→1; P0.board.skeleton.mana:0→1; P0.board.skeleton.sig_nz:0→1; P0.board.skeleton.st_SummonDisorder:0→1; P0.board.skeleton.st_SummonDisorder_dur:0→2; P0.n_board:1→2	
same	soul_harvest	spell_soul_harvest	ActivateEffect	所有角色/AllCardsBoard	P0.board.imp.ab_n:1→0; P0.board.imp.atk:1→0; P0.board.imp.cnt:1→0; P0.board.imp.hp:1→0; P0.board.imp.mana:1→0; P0.board.imp.sig_nz:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0; P0.discard.imp.ab_n:0→1; P0.discard.imp.atk:0→1; P0.discard.imp.cnt:0→1; P0.discard.imp.…	P0.board.imp.ab_n:1→0; P0.board.imp.atk:1→0; P0.board.imp.cnt:1→0; P0.board.imp.hp:1→0; P0.board.imp.mana:1→0; P0.board.imp.sig_nz:1→0; P0.board.imp.st_SummonDisorder:1→0; P0.board.imp.st_SummonDisorder_dur:2→0; P0.discard.imp.ab_n:0→1; P0.discard.imp.atk:0→1; P0.discard.imp.cnt:0→1; P0.discard.imp.…	
